"Date","Start","End","Germany/Luxembourg [€/MWh]"
"Sep 22, 2022","2:00 PM","3:00 PM","288.07"
"Sep 22, 2022","3:00 PM","4:00 PM","310.94"
"Sep 22, 2022","4:00 PM","5:00 PM","376.92"
"Sep 22, 2022","5:00 PM","6:00 PM","437.74"
"Sep 22, 2022","6:00 PM","7:00 PM","493.68"
"Sep 22, 2022","7:00 PM","8:00 PM","600.00"
"Sep 22, 2022","8:00 PM","9:00 PM","510.00"
"Sep 22, 2022","9:00 PM","10:00 PM","418.38"
"Sep 22, 2022","10:00 PM","11:00 PM","396.34"
"Sep 22, 2022","11:00 PM","12:00 AM","378.69"
"Sep 23, 2022","12:00 AM","1:00 AM","352.56"
"Sep 23, 2022","1:00 AM","2:00 AM","320.23"
"Sep 23, 2022","2:00 AM","3:00 AM","312.58"
"Sep 23, 2022","3:00 AM","4:00 AM","300.48"
"Sep 23, 2022","4:00 AM","5:00 AM","303.12"
"Sep 23, 2022","5:00 AM","6:00 AM","324.57"
"Sep 23, 2022","6:00 AM","7:00 AM","410.66"
"Sep 23, 2022","7:00 AM","8:00 AM","455.29"
"Sep 23, 2022","8:00 AM","9:00 AM","424.57"
"Sep 23, 2022","9:00 AM","10:00 AM","376.02"
"Sep 23, 2022","10:00 AM","11:00 AM","350.92"
"Sep 23, 2022","11:00 AM","12:00 PM","338.56"
"Sep 23, 2022","12:00 PM","1:00 PM","318.16"
"Sep 23, 2022","1:00 PM","2:00 PM","295.30"
"Sep 23, 2022","2:00 PM","3:00 PM","324.92"
"Sep 23, 2022","3:00 PM","4:00 PM","330.76"
"Sep 23, 2022","4:00 PM","5:00 PM","372.14"
"Sep 23, 2022","5:00 PM","6:00 PM","422.09"
"Sep 23, 2022","6:00 PM","7:00 PM","460.13"
"Sep 23, 2022","7:00 PM","8:00 PM","473.02"
"Sep 23, 2022","8:00 PM","9:00 PM","435.61"
"Sep 23, 2022","9:00 PM","10:00 PM","395.48"
"Sep 23, 2022","10:00 PM","11:00 PM","381.86"
"Sep 23, 2022","11:00 PM","12:00 AM","360.93"
"Sep 24, 2022","12:00 AM","1:00 AM","377.94"
"Sep 24, 2022","1:00 AM","2:00 AM","344.12"
"Sep 24, 2022","2:00 AM","3:00 AM","312.03"
"Sep 24, 2022","3:00 AM","4:00 AM","307.23"
"Sep 24, 2022","4:00 AM","5:00 AM","306.29"
"Sep 24, 2022","5:00 AM","6:00 AM","312.74"
"Sep 24, 2022","6:00 AM","7:00 AM","345.20"
"Sep 24, 2022","7:00 AM","8:00 AM","371.78"
"Sep 24, 2022","8:00 AM","9:00 AM","370.66"
"Sep 24, 2022","9:00 AM","10:00 AM","375.15"
"Sep 24, 2022","10:00 AM","11:00 AM","369.93"
"Sep 24, 2022","11:00 AM","12:00 PM","363.49"
"Sep 24, 2022","12:00 PM","1:00 PM","330.00"
"Sep 24, 2022","1:00 PM","2:00 PM","298.29"
"Sep 24, 2022","2:00 PM","3:00 PM","299.00"
"Sep 24, 2022","3:00 PM","4:00 PM","317.11"
"Sep 24, 2022","4:00 PM","5:00 PM","357.00"
"Sep 24, 2022","5:00 PM","6:00 PM","374.47"
"Sep 24, 2022","6:00 PM","7:00 PM","409.63"
"Sep 24, 2022","7:00 PM","8:00 PM","427.76"
"Sep 24, 2022","8:00 PM","9:00 PM","407.68"
"Sep 24, 2022","9:00 PM","10:00 PM","371.55"
"Sep 24, 2022","10:00 PM","11:00 PM","362.73"
"Sep 24, 2022","11:00 PM","12:00 AM","314.97"
"Sep 25, 2022","12:00 AM","1:00 AM","268.66"
"Sep 25, 2022","1:00 AM","2:00 AM","230.00"
"Sep 25, 2022","2:00 AM","3:00 AM","215.24"
"Sep 25, 2022","3:00 AM","4:00 AM","215.16"
"Sep 25, 2022","4:00 AM","5:00 AM","194.40"
"Sep 25, 2022","5:00 AM","6:00 AM","197.60"
"Sep 25, 2022","6:00 AM","7:00 AM","228.14"
"Sep 25, 2022","7:00 AM","8:00 AM","239.90"
"Sep 25, 2022","8:00 AM","9:00 AM","278.74"
"Sep 25, 2022","9:00 AM","10:00 AM","291.60"
"Sep 25, 2022","10:00 AM","11:00 AM","271.97"
"Sep 25, 2022","11:00 AM","12:00 PM","277.00"
"Sep 25, 2022","12:00 PM","1:00 PM","266.48"
"Sep 25, 2022","1:00 PM","2:00 PM","238.34"
"Sep 25, 2022","2:00 PM","3:00 PM","211.34"
"Sep 25, 2022","3:00 PM","4:00 PM","218.59"
"Sep 25, 2022","4:00 PM","5:00 PM","266.20"
"Sep 25, 2022","5:00 PM","6:00 PM","328.13"
"Sep 25, 2022","6:00 PM","7:00 PM","380.09"
"Sep 25, 2022","7:00 PM","8:00 PM","412.03"
"Sep 25, 2022","8:00 PM","9:00 PM","393.92"
"Sep 25, 2022","9:00 PM","10:00 PM","369.97"
"Sep 25, 2022","10:00 PM","11:00 PM","348.17"
"Sep 25, 2022","11:00 PM","12:00 AM","294.43"
"Sep 26, 2022","12:00 AM","1:00 AM","248.77"
"Sep 26, 2022","1:00 AM","2:00 AM","179.85"
"Sep 26, 2022","2:00 AM","3:00 AM","156.84"
"Sep 26, 2022","3:00 AM","4:00 AM","121.24"
"Sep 26, 2022","4:00 AM","5:00 AM","98.22"
"Sep 26, 2022","5:00 AM","6:00 AM","155.92"
"Sep 26, 2022","6:00 AM","7:00 AM","244.59"
"Sep 26, 2022","7:00 AM","8:00 AM","333.89"
"Sep 26, 2022","8:00 AM","9:00 AM","329.99"
"Sep 26, 2022","9:00 AM","10:00 AM","291.50"
"Sep 26, 2022","10:00 AM","11:00 AM","259.75"
"Sep 26, 2022","11:00 AM","12:00 PM","217.48"
"Sep 26, 2022","12:00 PM","1:00 PM","162.98"
"Sep 26, 2022","1:00 PM","2:00 PM","173.93"
"Sep 26, 2022","2:00 PM","3:00 PM","154.25"
"Sep 26, 2022","3:00 PM","4:00 PM","165.24"
"Sep 26, 2022","4:00 PM","5:00 PM","197.39"
"Sep 26, 2022","5:00 PM","6:00 PM","309.08"
"Sep 26, 2022","6:00 PM","7:00 PM","389.01"
"Sep 26, 2022","7:00 PM","8:00 PM","419.01"
"Sep 26, 2022","8:00 PM","9:00 PM","396.58"
"Sep 26, 2022","9:00 PM","10:00 PM","329.70"
"Sep 26, 2022","10:00 PM","11:00 PM","303.08"
"Sep 26, 2022","11:00 PM","12:00 AM","263.91"
"Sep 27, 2022","12:00 AM","1:00 AM","190.95"
"Sep 27, 2022","1:00 AM","2:00 AM","180.24"
"Sep 27, 2022","2:00 AM","3:00 AM","169.80"
"Sep 27, 2022","3:00 AM","4:00 AM","151.30"
"Sep 27, 2022","4:00 AM","5:00 AM","167.35"
"Sep 27, 2022","5:00 AM","6:00 AM","209.97"
"Sep 27, 2022","6:00 AM","7:00 AM","327.48"
"Sep 27, 2022","7:00 AM","8:00 AM","415.95"
"Sep 27, 2022","8:00 AM","9:00 AM","443.51"
"Sep 27, 2022","9:00 AM","10:00 AM","412.29"
"Sep 27, 2022","10:00 AM","11:00 AM","366.86"
"Sep 27, 2022","11:00 AM","12:00 PM","351.37"
"Sep 27, 2022","12:00 PM","1:00 PM","301.37"
"Sep 27, 2022","1:00 PM","2:00 PM","293.27"
"Sep 27, 2022","2:00 PM","3:00 PM","288.65"
"Sep 27, 2022","3:00 PM","4:00 PM","295.21"
"Sep 27, 2022","4:00 PM","5:00 PM","308.29"
"Sep 27, 2022","5:00 PM","6:00 PM","365.30"
"Sep 27, 2022","6:00 PM","7:00 PM","381.50"
"Sep 27, 2022","7:00 PM","8:00 PM","418.99"
"Sep 27, 2022","8:00 PM","9:00 PM","400.52"
"Sep 27, 2022","9:00 PM","10:00 PM","351.43"
"Sep 27, 2022","10:00 PM","11:00 PM","333.69"
"Sep 27, 2022","11:00 PM","12:00 AM","319.71"
"Sep 28, 2022","12:00 AM","1:00 AM","306.42"
"Sep 28, 2022","1:00 AM","2:00 AM","275.78"
"Sep 28, 2022","2:00 AM","3:00 AM","245.94"
"Sep 28, 2022","3:00 AM","4:00 AM","242.98"
"Sep 28, 2022","4:00 AM","5:00 AM","273.77"
"Sep 28, 2022","5:00 AM","6:00 AM","307.13"
"Sep 28, 2022","6:00 AM","7:00 AM","383.17"
"Sep 28, 2022","7:00 AM","8:00 AM","472.63"
"Sep 28, 2022","8:00 AM","9:00 AM","500.38"
"Sep 28, 2022","9:00 AM","10:00 AM","429.91"
"Sep 28, 2022","10:00 AM","11:00 AM","409.97"
"Sep 28, 2022","11:00 AM","12:00 PM","394.60"
"Sep 28, 2022","12:00 PM","1:00 PM","353.76"
"Sep 28, 2022","1:00 PM","2:00 PM","346.45"
"Sep 28, 2022","2:00 PM","3:00 PM","331.80"
"Sep 28, 2022","3:00 PM","4:00 PM","357.91"
"Sep 28, 2022","4:00 PM","5:00 PM","384.98"
"Sep 28, 2022","5:00 PM","6:00 PM","435.59"
"Sep 28, 2022","6:00 PM","7:00 PM","510.79"
"Sep 28, 2022","7:00 PM","8:00 PM","640.42"
"Sep 28, 2022","8:00 PM","9:00 PM","510.00"
"Sep 28, 2022","9:00 PM","10:00 PM","419.99"
"Sep 28, 2022","10:00 PM","11:00 PM","372.61"
"Sep 28, 2022","11:00 PM","12:00 AM","361.80"
"Sep 29, 2022","12:00 AM","1:00 AM","351.45"
"Sep 29, 2022","1:00 AM","2:00 AM","336.51"
"Sep 29, 2022","2:00 AM","3:00 AM","326.14"
"Sep 29, 2022","3:00 AM","4:00 AM","315.19"
"Sep 29, 2022","4:00 AM","5:00 AM","320.00"
"Sep 29, 2022","5:00 AM","6:00 AM","345.53"
"Sep 29, 2022","6:00 AM","7:00 AM","440.07"
"Sep 29, 2022","7:00 AM","8:00 AM","569.93"
"Sep 29, 2022","8:00 AM","9:00 AM","583.44"
"Sep 29, 2022","9:00 AM","10:00 AM","478.20"
"Sep 29, 2022","10:00 AM","11:00 AM","443.38"
"Sep 29, 2022","11:00 AM","12:00 PM","377.86"
"Sep 29, 2022","12:00 PM","1:00 PM","394.98"
"Sep 29, 2022","1:00 PM","2:00 PM","344.25"
"Sep 29, 2022","2:00 PM","3:00 PM","335.99"
"Sep 29, 2022","3:00 PM","4:00 PM","368.94"
"Sep 29, 2022","4:00 PM","5:00 PM","389.75"
"Sep 29, 2022","5:00 PM","6:00 PM","445.01"
"Sep 29, 2022","6:00 PM","7:00 PM","523.19"
"Sep 29, 2022","7:00 PM","8:00 PM","605.00"
"Sep 29, 2022","8:00 PM","9:00 PM","520.00"
"Sep 29, 2022","9:00 PM","10:00 PM","424.99"
"Sep 29, 2022","10:00 PM","11:00 PM","397.03"
"Sep 29, 2022","11:00 PM","12:00 AM","374.46"
"Sep 30, 2022","12:00 AM","1:00 AM","349.44"
"Sep 30, 2022","1:00 AM","2:00 AM","336.10"
"Sep 30, 2022","2:00 AM","3:00 AM","325.03"
"Sep 30, 2022","3:00 AM","4:00 AM","322.42"
"Sep 30, 2022","4:00 AM","5:00 AM","324.80"
"Sep 30, 2022","5:00 AM","6:00 AM","348.44"
"Sep 30, 2022","6:00 AM","7:00 AM","429.99"
"Sep 30, 2022","7:00 AM","8:00 AM","524.00"
"Sep 30, 2022","8:00 AM","9:00 AM","538.92"
"Sep 30, 2022","9:00 AM","10:00 AM","431.37"
"Sep 30, 2022","10:00 AM","11:00 AM","376.35"
"Sep 30, 2022","11:00 AM","12:00 PM","334.17"
"Sep 30, 2022","12:00 PM","1:00 PM","279.01"
"Sep 30, 2022","1:00 PM","2:00 PM","252.20"
"Sep 30, 2022","2:00 PM","3:00 PM","200.03"
"Sep 30, 2022","3:00 PM","4:00 PM","195.36"
"Sep 30, 2022","4:00 PM","5:00 PM","218.23"
"Sep 30, 2022","5:00 PM","6:00 PM","306.61"
"Sep 30, 2022","6:00 PM","7:00 PM","365.85"
"Sep 30, 2022","7:00 PM","8:00 PM","356.73"
"Sep 30, 2022","8:00 PM","9:00 PM","308.23"
"Sep 30, 2022","9:00 PM","10:00 PM","192.44"
"Sep 30, 2022","10:00 PM","11:00 PM","164.00"
"Sep 30, 2022","11:00 PM","12:00 AM","91.95"
"Oct 1, 2022","12:00 AM","1:00 AM","64.41"
"Oct 1, 2022","1:00 AM","2:00 AM","63.59"
"Oct 1, 2022","2:00 AM","3:00 AM","50.00"
"Oct 1, 2022","3:00 AM","4:00 AM","21.48"
"Oct 1, 2022","4:00 AM","5:00 AM","16.91"
"Oct 1, 2022","5:00 AM","6:00 AM","15.03"
"Oct 1, 2022","6:00 AM","7:00 AM","15.02"
"Oct 1, 2022","7:00 AM","8:00 AM","23.84"
"Oct 1, 2022","8:00 AM","9:00 AM","45.02"
"Oct 1, 2022","9:00 AM","10:00 AM","73.05"
"Oct 1, 2022","10:00 AM","11:00 AM","109.85"
"Oct 1, 2022","11:00 AM","12:00 PM","106.77"
"Oct 1, 2022","12:00 PM","1:00 PM","90.00"
"Oct 1, 2022","1:00 PM","2:00 PM","74.04"
"Oct 1, 2022","2:00 PM","3:00 PM","66.16"
"Oct 1, 2022","3:00 PM","4:00 PM","66.90"
"Oct 1, 2022","4:00 PM","5:00 PM","69.82"
"Oct 1, 2022","5:00 PM","6:00 PM","137.80"
"Oct 1, 2022","6:00 PM","7:00 PM","169.32"
"Oct 1, 2022","7:00 PM","8:00 PM","195.77"
"Oct 1, 2022","8:00 PM","9:00 PM","180.27"
"Oct 1, 2022","9:00 PM","10:00 PM","144.90"
"Oct 1, 2022","10:00 PM","11:00 PM","110.29"
"Oct 1, 2022","11:00 PM","12:00 AM","77.45"
"Oct 2, 2022","12:00 AM","1:00 AM","64.54"
"Oct 2, 2022","1:00 AM","2:00 AM","64.04"
"Oct 2, 2022","2:00 AM","3:00 AM","58.24"
"Oct 2, 2022","3:00 AM","4:00 AM","61.95"
"Oct 2, 2022","4:00 AM","5:00 AM","59.19"
"Oct 2, 2022","5:00 AM","6:00 AM","59.53"
"Oct 2, 2022","6:00 AM","7:00 AM","59.38"
"Oct 2, 2022","7:00 AM","8:00 AM","59.17"
"Oct 2, 2022","8:00 AM","9:00 AM","85.03"
"Oct 2, 2022","9:00 AM","10:00 AM","92.00"
"Oct 2, 2022","10:00 AM","11:00 AM","74.15"
"Oct 2, 2022","11:00 AM","12:00 PM","62.08"
"Oct 2, 2022","12:00 PM","1:00 PM","57.47"
"Oct 2, 2022","1:00 PM","2:00 PM","56.37"
"Oct 2, 2022","2:00 PM","3:00 PM","64.55"
"Oct 2, 2022","3:00 PM","4:00 PM","67.01"
"Oct 2, 2022","4:00 PM","5:00 PM","91.36"
"Oct 2, 2022","5:00 PM","6:00 PM","192.05"
"Oct 2, 2022","6:00 PM","7:00 PM","280.00"
"Oct 2, 2022","7:00 PM","8:00 PM","311.72"
"Oct 2, 2022","8:00 PM","9:00 PM","289.98"
"Oct 2, 2022","9:00 PM","10:00 PM","230.47"
"Oct 2, 2022","10:00 PM","11:00 PM","162.70"
"Oct 2, 2022","11:00 PM","12:00 AM","150.92"
"Oct 3, 2022","12:00 AM","1:00 AM","80.84"
"Oct 3, 2022","1:00 AM","2:00 AM","94.04"
"Oct 3, 2022","2:00 AM","3:00 AM","82.92"
"Oct 3, 2022","3:00 AM","4:00 AM","84.27"
"Oct 3, 2022","4:00 AM","5:00 AM","95.21"
"Oct 3, 2022","5:00 AM","6:00 AM","126.95"
"Oct 3, 2022","6:00 AM","7:00 AM","192.68"
"Oct 3, 2022","7:00 AM","8:00 AM","279.94"
"Oct 3, 2022","8:00 AM","9:00 AM","304.10"
"Oct 3, 2022","9:00 AM","10:00 AM","243.02"
"Oct 3, 2022","10:00 AM","11:00 AM","193.73"
"Oct 3, 2022","11:00 AM","12:00 PM","117.10"
"Oct 3, 2022","12:00 PM","1:00 PM","100.00"
"Oct 3, 2022","1:00 PM","2:00 PM","121.96"
"Oct 3, 2022","2:00 PM","3:00 PM","83.43"
"Oct 3, 2022","3:00 PM","4:00 PM","140.30"
"Oct 3, 2022","4:00 PM","5:00 PM","204.07"
"Oct 3, 2022","5:00 PM","6:00 PM","322.59"
"Oct 3, 2022","6:00 PM","7:00 PM","391.11"
"Oct 3, 2022","7:00 PM","8:00 PM","466.62"
"Oct 3, 2022","8:00 PM","9:00 PM","379.85"
"Oct 3, 2022","9:00 PM","10:00 PM","321.30"
"Oct 3, 2022","10:00 PM","11:00 PM","318.42"
"Oct 3, 2022","11:00 PM","12:00 AM","279.93"
"Oct 4, 2022","12:00 AM","1:00 AM","205.48"
"Oct 4, 2022","1:00 AM","2:00 AM","188.59"
"Oct 4, 2022","2:00 AM","3:00 AM","187.67"
"Oct 4, 2022","3:00 AM","4:00 AM","169.10"
"Oct 4, 2022","4:00 AM","5:00 AM","187.69"
"Oct 4, 2022","5:00 AM","6:00 AM","196.92"
"Oct 4, 2022","6:00 AM","7:00 AM","329.97"
"Oct 4, 2022","7:00 AM","8:00 AM","427.50"
"Oct 4, 2022","8:00 AM","9:00 AM","497.39"
"Oct 4, 2022","9:00 AM","10:00 AM","317.09"
"Oct 4, 2022","10:00 AM","11:00 AM","258.90"
"Oct 4, 2022","11:00 AM","12:00 PM","217.24"
"Oct 4, 2022","12:00 PM","1:00 PM","161.91"
"Oct 4, 2022","1:00 PM","2:00 PM","150.69"
"Oct 4, 2022","2:00 PM","3:00 PM","140.07"
"Oct 4, 2022","3:00 PM","4:00 PM","144.08"
"Oct 4, 2022","4:00 PM","5:00 PM","182.98"
"Oct 4, 2022","5:00 PM","6:00 PM","261.10"
"Oct 4, 2022","6:00 PM","7:00 PM","376.44"
"Oct 4, 2022","7:00 PM","8:00 PM","447.11"
"Oct 4, 2022","8:00 PM","9:00 PM","319.09"
"Oct 4, 2022","9:00 PM","10:00 PM","229.25"
"Oct 4, 2022","10:00 PM","11:00 PM","176.97"
"Oct 4, 2022","11:00 PM","12:00 AM","138.12"
"Oct 5, 2022","12:00 AM","1:00 AM","139.99"
"Oct 5, 2022","1:00 AM","2:00 AM","103.36"
"Oct 5, 2022","2:00 AM","3:00 AM","96.27"
"Oct 5, 2022","3:00 AM","4:00 AM","89.09"
"Oct 5, 2022","4:00 AM","5:00 AM","109.90"
"Oct 5, 2022","5:00 AM","6:00 AM","82.67"
"Oct 5, 2022","6:00 AM","7:00 AM","178.00"
"Oct 5, 2022","7:00 AM","8:00 AM","226.24"
"Oct 5, 2022","8:00 AM","9:00 AM","225.00"
"Oct 5, 2022","9:00 AM","10:00 AM","190.50"
"Oct 5, 2022","10:00 AM","11:00 AM","107.23"
"Oct 5, 2022","11:00 AM","12:00 PM","58.01"
"Oct 5, 2022","12:00 PM","1:00 PM","36.23"
"Oct 5, 2022","1:00 PM","2:00 PM","3.91"
"Oct 5, 2022","2:00 PM","3:00 PM","0.38"
"Oct 5, 2022","3:00 PM","4:00 PM","12.46"
"Oct 5, 2022","4:00 PM","5:00 PM","59.83"
"Oct 5, 2022","5:00 PM","6:00 PM","112.43"
"Oct 5, 2022","6:00 PM","7:00 PM","183.75"
"Oct 5, 2022","7:00 PM","8:00 PM","170.06"
"Oct 5, 2022","8:00 PM","9:00 PM","108.51"
"Oct 5, 2022","9:00 PM","10:00 PM","63.84"
"Oct 5, 2022","10:00 PM","11:00 PM","63.92"
"Oct 5, 2022","11:00 PM","12:00 AM","54.98"
"Oct 6, 2022","12:00 AM","1:00 AM","0.93"
"Oct 6, 2022","1:00 AM","2:00 AM","0.39"
"Oct 6, 2022","2:00 AM","3:00 AM","0.10"
"Oct 6, 2022","3:00 AM","4:00 AM","0.49"
"Oct 6, 2022","4:00 AM","5:00 AM","0.50"
"Oct 6, 2022","5:00 AM","6:00 AM","36.01"
"Oct 6, 2022","6:00 AM","7:00 AM","90.10"
"Oct 6, 2022","7:00 AM","8:00 AM","148.09"
"Oct 6, 2022","8:00 AM","9:00 AM","149.11"
"Oct 6, 2022","9:00 AM","10:00 AM","72.97"
"Oct 6, 2022","10:00 AM","11:00 AM","62.90"
"Oct 6, 2022","11:00 AM","12:00 PM","9.23"
"Oct 6, 2022","12:00 PM","1:00 PM","8.54"
"Oct 6, 2022","1:00 PM","2:00 PM","9.04"
"Oct 6, 2022","2:00 PM","3:00 PM","33.29"
"Oct 6, 2022","3:00 PM","4:00 PM","61.25"
"Oct 6, 2022","4:00 PM","5:00 PM","72.65"
"Oct 6, 2022","5:00 PM","6:00 PM","190.83"
"Oct 6, 2022","6:00 PM","7:00 PM","297.27"
"Oct 6, 2022","7:00 PM","8:00 PM","360.08"
"Oct 6, 2022","8:00 PM","9:00 PM","274.09"
"Oct 6, 2022","9:00 PM","10:00 PM","190.56"
"Oct 6, 2022","10:00 PM","11:00 PM","175.38"
"Oct 6, 2022","11:00 PM","12:00 AM","175.37"
"Oct 7, 2022","12:00 AM","1:00 AM","178.95"
"Oct 7, 2022","1:00 AM","2:00 AM","145.40"
"Oct 7, 2022","2:00 AM","3:00 AM","145.73"
"Oct 7, 2022","3:00 AM","4:00 AM","148.52"
"Oct 7, 2022","4:00 AM","5:00 AM","151.00"
"Oct 7, 2022","5:00 AM","6:00 AM","172.83"
"Oct 7, 2022","6:00 AM","7:00 AM","209.57"
"Oct 7, 2022","7:00 AM","8:00 AM","301.66"
"Oct 7, 2022","8:00 AM","9:00 AM","250.11"
"Oct 7, 2022","9:00 AM","10:00 AM","188.96"
"Oct 7, 2022","10:00 AM","11:00 AM","160.65"
"Oct 7, 2022","11:00 AM","12:00 PM","76.40"
"Oct 7, 2022","12:00 PM","1:00 PM","66.64"
"Oct 7, 2022","1:00 PM","2:00 PM","64.02"
"Oct 7, 2022","2:00 PM","3:00 PM","64.90"
"Oct 7, 2022","3:00 PM","4:00 PM","72.71"
"Oct 7, 2022","4:00 PM","5:00 PM","143.89"
"Oct 7, 2022","5:00 PM","6:00 PM","205.28"
"Oct 7, 2022","6:00 PM","7:00 PM","252.56"
"Oct 7, 2022","7:00 PM","8:00 PM","289.47"
"Oct 7, 2022","8:00 PM","9:00 PM","197.57"
"Oct 7, 2022","9:00 PM","10:00 PM","155.02"
"Oct 7, 2022","10:00 PM","11:00 PM","169.49"
"Oct 7, 2022","11:00 PM","12:00 AM","122.03"
"Oct 8, 2022","12:00 AM","1:00 AM","131.32"
"Oct 8, 2022","1:00 AM","2:00 AM","114.67"
"Oct 8, 2022","2:00 AM","3:00 AM","117.62"
"Oct 8, 2022","3:00 AM","4:00 AM","121.91"
"Oct 8, 2022","4:00 AM","5:00 AM","119.99"
"Oct 8, 2022","5:00 AM","6:00 AM","130.05"
"Oct 8, 2022","6:00 AM","7:00 AM","116.89"
"Oct 8, 2022","7:00 AM","8:00 AM","142.86"
"Oct 8, 2022","8:00 AM","9:00 AM","167.72"
"Oct 8, 2022","9:00 AM","10:00 AM","191.09"
"Oct 8, 2022","10:00 AM","11:00 AM","165.29"
"Oct 8, 2022","11:00 AM","12:00 PM","106.03"
"Oct 8, 2022","12:00 PM","1:00 PM","68.36"
"Oct 8, 2022","1:00 PM","2:00 PM","49.58"
"Oct 8, 2022","2:00 PM","3:00 PM","45.91"
"Oct 8, 2022","3:00 PM","4:00 PM","78.34"
"Oct 8, 2022","4:00 PM","5:00 PM","76.42"
"Oct 8, 2022","5:00 PM","6:00 PM","166.40"
"Oct 8, 2022","6:00 PM","7:00 PM","244.64"
"Oct 8, 2022","7:00 PM","8:00 PM","302.03"
"Oct 8, 2022","8:00 PM","9:00 PM","229.95"
"Oct 8, 2022","9:00 PM","10:00 PM","231.06"
"Oct 8, 2022","10:00 PM","11:00 PM","189.32"
"Oct 8, 2022","11:00 PM","12:00 AM","180.66"
"Oct 9, 2022","12:00 AM","1:00 AM","216.13"
"Oct 9, 2022","1:00 AM","2:00 AM","195.02"
"Oct 9, 2022","2:00 AM","3:00 AM","189.41"
"Oct 9, 2022","3:00 AM","4:00 AM","162.10"
"Oct 9, 2022","4:00 AM","5:00 AM","141.95"
"Oct 9, 2022","5:00 AM","6:00 AM","147.12"
"Oct 9, 2022","6:00 AM","7:00 AM","153.00"
"Oct 9, 2022","7:00 AM","8:00 AM","195.68"
"Oct 9, 2022","8:00 AM","9:00 AM","196.70"
"Oct 9, 2022","9:00 AM","10:00 AM","150.85"
"Oct 9, 2022","10:00 AM","11:00 AM","116.00"
"Oct 9, 2022","11:00 AM","12:00 PM","87.69"
"Oct 9, 2022","12:00 PM","1:00 PM","60.10"
"Oct 9, 2022","1:00 PM","2:00 PM","51.60"
"Oct 9, 2022","2:00 PM","3:00 PM","56.51"
"Oct 9, 2022","3:00 PM","4:00 PM","80.09"
"Oct 9, 2022","4:00 PM","5:00 PM","132.38"
"Oct 9, 2022","5:00 PM","6:00 PM","183.08"
"Oct 9, 2022","6:00 PM","7:00 PM","198.84"
"Oct 9, 2022","7:00 PM","8:00 PM","258.74"
"Oct 9, 2022","8:00 PM","9:00 PM","178.58"
"Oct 9, 2022","9:00 PM","10:00 PM","147.61"
"Oct 9, 2022","10:00 PM","11:00 PM","122.35"
"Oct 9, 2022","11:00 PM","12:00 AM","99.86"
"Oct 10, 2022","12:00 AM","1:00 AM","69.37"
"Oct 10, 2022","1:00 AM","2:00 AM","70.87"
"Oct 10, 2022","2:00 AM","3:00 AM","70.83"
"Oct 10, 2022","3:00 AM","4:00 AM","70.89"
"Oct 10, 2022","4:00 AM","5:00 AM","80.67"
"Oct 10, 2022","5:00 AM","6:00 AM","141.40"
"Oct 10, 2022","6:00 AM","7:00 AM","167.79"
"Oct 10, 2022","7:00 AM","8:00 AM","227.26"
"Oct 10, 2022","8:00 AM","9:00 AM","266.36"
"Oct 10, 2022","9:00 AM","10:00 AM","217.18"
"Oct 10, 2022","10:00 AM","11:00 AM","165.03"
"Oct 10, 2022","11:00 AM","12:00 PM","160.58"
"Oct 10, 2022","12:00 PM","1:00 PM","133.46"
"Oct 10, 2022","1:00 PM","2:00 PM","131.08"
"Oct 10, 2022","2:00 PM","3:00 PM","131.17"
"Oct 10, 2022","3:00 PM","4:00 PM","139.37"
"Oct 10, 2022","4:00 PM","5:00 PM","158.86"
"Oct 10, 2022","5:00 PM","6:00 PM","210.58"
"Oct 10, 2022","6:00 PM","7:00 PM","247.81"
"Oct 10, 2022","7:00 PM","8:00 PM","276.74"
"Oct 10, 2022","8:00 PM","9:00 PM","227.97"
"Oct 10, 2022","9:00 PM","10:00 PM","197.78"
"Oct 10, 2022","10:00 PM","11:00 PM","167.77"
"Oct 10, 2022","11:00 PM","12:00 AM","159.34"
"Oct 11, 2022","12:00 AM","1:00 AM","155.00"
"Oct 11, 2022","1:00 AM","2:00 AM","174.30"
"Oct 11, 2022","2:00 AM","3:00 AM","174.30"
"Oct 11, 2022","3:00 AM","4:00 AM","171.54"
"Oct 11, 2022","4:00 AM","5:00 AM","170.13"
"Oct 11, 2022","5:00 AM","6:00 AM","169.20"
"Oct 11, 2022","6:00 AM","7:00 AM","253.98"
"Oct 11, 2022","7:00 AM","8:00 AM","299.91"
"Oct 11, 2022","8:00 AM","9:00 AM","348.98"
"Oct 11, 2022","9:00 AM","10:00 AM","300.72"
"Oct 11, 2022","10:00 AM","11:00 AM","258.72"
"Oct 11, 2022","11:00 AM","12:00 PM","239.35"
"Oct 11, 2022","12:00 PM","1:00 PM","206.75"
"Oct 11, 2022","1:00 PM","2:00 PM","203.35"
"Oct 11, 2022","2:00 PM","3:00 PM","207.92"
"Oct 11, 2022","3:00 PM","4:00 PM","225.26"
"Oct 11, 2022","4:00 PM","5:00 PM","258.95"
"Oct 11, 2022","5:00 PM","6:00 PM","323.90"
"Oct 11, 2022","6:00 PM","7:00 PM","442.72"
"Oct 11, 2022","7:00 PM","8:00 PM","484.75"
"Oct 11, 2022","8:00 PM","9:00 PM","351.65"
"Oct 11, 2022","9:00 PM","10:00 PM","295.02"
"Oct 11, 2022","10:00 PM","11:00 PM","262.03"
